"Date","Hour ID","Hour Label","Advertiser ID","Advertiser Label","Campaign ID","Campaign Label","Creative ID","Creative Label","Impressions Analyzed (unfiltered)","Impressions Analyzed (filtered for GIVT)","Impressions Analyzed","Human and Viewable Rate","Human and AVOC Rate","Human, Audible & Fully On-Screen for Half of Duration (15 sec. cap) Rate","Averaged Ad Length (sec)","% of Video Played In-View","In-View Time (sec)","Exposure Time (sec)","Reached Complete Rate","Completion Quality"
"2017-02-16","11","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","1292","1160","1149","89.60%","5.42%","28.66%","242.59","15.23%","37.24","36901.39","7.96%","68.18%"
"2017-02-07","00","","7313193630","Pantene","743865246","Pantene - Colossus - Feb17","159601437509","Nueva fórmula Pro-Vitaminas de Pantene","1243","1161","1149","88.18%","20.41%","25.30%","25.07","45.84%","11.4","10888.53","27.89%","73.18%"
"2017-02-19","17","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","1195","1152","1149","86.60%","34.89%","46.31%","15.05","65.19%","9.73","9369.86","45.23%","77.14%"
"2017-02-16","14","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","1221","1153","1149","89.37%","39.10%","51.71%","15.06","67.27%","10.1","10024.08","46.49%","84.11%"
"2017-02-13","08","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","1201","1150","1148","91.78%","22.04%","29.18%","25.02","48.78%","12.12","12313.2","25.84%","85.31%"
"2017-02-24","17","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","1211","1151","1148","89.18%","35.64%","46.81%","15.05","66.28%","9.97","10033.41","43.00%","82.89%"
"2017-02-01","15","","131904867","Pantene","743865246","Pantene - Colossus - Feb17","159601437509","Nueva fórmula Pro-Vitaminas de Pantene","1202","1155","1147","88.87%","22.08%","29.74%","25.09","47.89%","11.97","11657.42","30.02%","73.56%"
"2017-02-12","15","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","1152","1146","1146","91.99%","4.01%","20.39%","242.79","11.94%","28.67","29618.64","5.34%","75.00%"
"2017-02-11","18","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","1206","1148","1145","95.68%","32.22%","48.51%","15.04","63.40%","9.53","10131.78","34.02%","94.71%"
"2017-02-20","17","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","1198","1147","1145","86.33%","30.29%","40.93%","18.63","60.05%","11.17","10794.86","40.84%","74.18%"
"2017-02-25","10","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","1215","1147","1144","89.79%","23.74%","33.49%","22.77","51.32%","11.72","11434.93","28.06%","84.59%"
"2017-02-16","10","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","1149","1144","1144","91.88%","2.94%","18.91%","242.79","11.51%","27.7","28528.36","3.84%","76.74%"
"2017-02-19","11","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","1242","1153","1144","91.44%","39.64%","49.82%","18.67","64.23%","12.01","12193.96","44.86%","88.35%"
"2017-02-04","01","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","1146","1145","1143","94.63%","6.53%","19.68%","242.88","14.46%","35.31","37359.42","7.42%","87.95%"
"2017-02-10","13","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","1192","1148","1143","90.00%","30.99%","40.90%","18.63","59.59%","11.03","11020.9","36.13%","85.79%"
"2017-02-13","13","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","1214","1146","1143","88.85%","22.57%","33.45%","22.7","51.46%","11.59","11361.21","28.38%","79.55%"
"2017-02-27","23","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","1193","1149","1143","94.52%","27.47%","41.02%","15.03","60.83%","9.1","9582.21","29.62%","92.73%"
"2017-02-25","20","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","1206","1146","1143","87.36%","37.09%","48.19%","15.05","67.90%","10.27","9943.61","45.94%","80.75%"
"2017-02-20","16","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","1187","1148","1143","86.57%","37.02%","47.73%","15.05","66.74%","10.01","9553.86","47.64%","77.71%"
"2017-02-19","01","","8916876391","Gillette","744262231","Gillette_Barza_Feb17","147214178592","Gillette Mach3 Turbo","1195","1150","1142","91.10%","44.14%","53.77%","15.87","71.13%","11.26","11296.03","52.95%","83.36%"
"2017-02-13","00","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","1185","1145","1142","88.66%","18.57%","22.68%","30.12","41.63%","12.48","12395.48","24.91%","74.55%"
"2017-02-22","16","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","1211","1149","1141","85.66%","33.92%","39.89%","18.62","59.98%","11.24","10477.52","42.00%","80.74%"
"2017-02-18","09","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","1213","1145","1140","92.96%","24.46%","36.28%","22.78","52.07%","11.91","12268.63","27.53%","88.85%"
"2017-02-26","00","","8916876391","Gillette","759878604","Gillette_PB3_Feb17","171057537529","Gillette Prestobarba3","1228","1147","1139","88.22%","33.97%","43.12%","20.05","61.99%","12.41","12087.99","42.84%","79.28%"
"2017-02-12","12","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","1215","1145","1139","89.59%","25.66%","34.52%","22.67","52.70%","11.99","11757.62","31.78%","80.75%"
"2017-02-22","10","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","1210","1142","1138","92.73%","24.31%","38.03%","22.73","52.13%","11.69","11776.57","27.81%","87.42%"
"2017-02-08","08","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","1196","1146","1137","87.09%","18.52%","26.47%","25.04","45.96%","11.52","10723.76","25.44%","72.79%"
"2017-02-09","14","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","1193","1145","1137","88.49%","19.78%","28.78%","25.03","47.88%","12.02","11456.03","24.70%","80.08%"
"2017-02-24","09","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","1214","1140","1136","94.19%","23.62%","35.42%","30.02","49.15%","14.74","15052.53","25.92%","91.10%"
"2017-02-05","10","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","1190","1142","1136","91.58%","6.50%","35.13%","242.61","16.89%","41.11","41151.38","7.78%","83.53%"
"2017-02-03","14","","8916876391","Gillette","744262231","Gillette_Barza_Feb17","147214178592","Gillette Mach3 Turbo","1136","1136","1136","87.27%","33.95%","50.18%","15.84","66.11%","10.37","9808.19","41.24%","82.33%"
"2017-02-12","00","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","1190","1139","1136","91.23%","22.90%","32.65%","22.75","51.56%","11.77","12000.86","27.91%","82.05%"
"2017-02-24","17","","8916876391","Gillette","759878604","Gillette_PB3_Feb17","171057537529","Gillette Prestobarba3","1225","1139","1136","81.94%","34.85%","43.65%","19.99","64.04%","12.99","11725.9","46.28%","75.29%"
"2017-02-28","01","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","1184","1138","1136","92.88%","25.34%","38.86%","15.05","60.06%","8.9","9167.43","29.76%","85.15%"
"2017-02-19","12","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","1197","1142","1135","88.60%","37.96%","47.70%","15.06","66.43%","10","9641.8","46.42%","81.78%"
"2017-02-02","01","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","1134","1134","1134","91.85%","17.41%","27.78%","22.68","46.60%","10.38","10297.87","21.67%","80.34%"
"2017-02-12","19","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","1182","1138","1133","87.91%","25.00%","33.00%","21.74","52.20%","11.28","10903.74","31.64%","79.02%"
"2017-02-13","23","","1162470087","Head & Shoulders","743453467","H&S_Surprise_Feb17","154289662443","Prueba el nuevo H&S 3 Action","1184","1135","1132","90.11%","26.32%","34.21%","20.05","53.52%","10.7","10625.38","33.67%","78.17%"
