"Date","Hour ID","Hour Label","Advertiser ID","Advertiser Label","Campaign ID","Campaign Label","Creative ID","Creative Label","Impressions Analyzed (unfiltered)","Impressions Analyzed (filtered for GIVT)","Impressions Analyzed","Human and Viewable Rate","Human and AVOC Rate","Human, Audible & Fully On-Screen for Half of Duration (15 sec. cap) Rate","Averaged Ad Length (sec)","% of Video Played In-View","In-View Time (sec)","Exposure Time (sec)","Reached Complete Rate","Completion Quality"
"2017-02-13","05","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","152","147","147","97.16%","28.37%","43.26%","15","61.50%","9.24","1266.17","30.50%","93.02%"
"2017-02-18","22","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","150","147","147","89.58%","44.44%","55.56%","15.06","71.73%","10.86","1401.4","50.00%","88.89%"
"2017-02-12","16","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","156","148","147","86.52%","14.89%","26.95%","25.02","44.92%","11.29","1377.13","21.99%","67.74%"
"2017-02-05","08","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","154","148","147","95.68%","13.67%","25.90%","25.07","41.67%","10.72","1425.86","15.83%","86.36%"
"2017-02-20","06","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","150","147","147","92.36%","38.19%","51.39%","15.04","67.14%","9.95","1323.37","44.44%","85.94%"
"2017-02-20","09","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","163","149","147","91.55%","23.24%","33.80%","25.1","52.66%","13.09","1702.17","28.87%","80.49%"
"2017-02-09","13","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","148","147","147","93.53%","24.46%","38.85%","25.09","52.58%","12.91","1678","25.90%","94.44%"
"2017-02-11","17","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","158","146","146","83.33%","17.39%","29.71%","25.55","47.85%","12.62","1451.32","26.81%","64.86%"
"2017-02-10","10","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","157","146","146","92.25%","21.13%","33.80%","25.09","50.45%","12.79","1674.92","22.54%","93.75%"
"2017-02-11","20","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","159","146","146","88.65%","35.46%","42.55%","21.71","57.88%","12.64","1580.58","41.84%","84.75%"
"2017-02-28","01","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","155","147","146","93.62%","10.64%","26.24%","242.66","18.05%","43.09","5687.37","13.48%","78.95%"
"2017-02-28","03","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","149","146","146","92.36%","34.03%","36.11%","23.29","56.63%","13.21","1756.55","40.97%","83.05%"
"2017-02-22","02","","7313193630","Pantene","743865246","Pantene - Colossus - Feb17","159601437509","Nueva fórmula Pro-Vitaminas de Pantene","151","146","146","86.71%","22.38%","28.67%","25.1","48.04%","12.16","1507.54","32.87%","68.09%"
"2017-02-17","13","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","146","146","146","93.01%","18.88%","29.37%","22.88","45.71%","10.61","1411.79","21.68%","87.10%"
"2017-02-16","02","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","147","146","146","95.14%","8.33%","26.39%","242.9","16.51%","38.91","5330.57","9.72%","85.71%"
"2017-02-17","00","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","146","146","146","98.61%","22.92%","31.25%","22.94","50.40%","11.45","1625.96","23.61%","97.06%"
"2017-02-28","01","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","149","148","146","93.10%","25.52%","31.72%","22.83","52.72%","12.08","1630.27","28.97%","88.10%"
"2017-02-19","03","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","152","146","146","94.37%","31.69%","42.96%","15.02","63.55%","9.58","1284.11","33.10%","95.74%"
"2017-02-25","12","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","146","146","146","94.33%","22.70%","35.46%","22.94","51.16%","11.69","1555.31","24.11%","94.12%"
"2017-02-21","01","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","156","145","145","88.41%","30.43%","33.33%","22.78","53.53%","12.22","1491.19","36.96%","82.35%"
"2017-02-26","00","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","145","145","145","92.31%","14.69%","26.57%","22.94","48.64%","11.21","1479.7","18.18%","80.77%"
"2017-02-27","18","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","153","145","145","92.09%","7.91%","30.94%","242.59","17.60%","44.04","5636.9","11.51%","68.75%"
"2017-02-21","11","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","162","146","145","83.69%","19.15%","30.50%","25.12","48.26%","12.2","1439.23","27.66%","69.23%"
"2017-02-21","18","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","156","145","145","90.78%","4.96%","29.79%","243.07","14.77%","36.59","4683.23","5.67%","87.50%"
"2017-02-14","00","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","153","145","145","86.11%","22.92%","28.47%","25.08","47.60%","11.94","1480.41","28.47%","80.49%"
"2017-02-19","03","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","146","145","145","92.91%","35.46%","41.84%","22.78","56.82%","13.13","1719.79","39.01%","90.91%"
"2017-02-22","04","","8916876391","Gillette","744262231","Gillette_Barza_Feb17","147214178592","Gillette Mach3 Turbo","150","145","145","88.73%","38.03%","49.30%","15.87","67.95%","10.76","1355.53","47.89%","79.41%"
"2017-02-07","16","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","152","146","145","90.71%","13.57%","25.00%","22.72","43.98%","9.98","1267.95","17.14%","79.17%"
"2017-02-06","08","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","149","145","145","95.04%","18.44%","30.50%","25.1","46.42%","11.79","1580.05","19.86%","92.86%"
"2017-02-06","05","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","150","147","145","92.86%","30.71%","39.29%","22.79","59.12%","13.54","1760.66","37.86%","81.13%"
"2017-02-07","03","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","149","147","145","86.76%","19.12%","27.21%","23.19","47.80%","11.11","1311.52","29.41%","65.00%"
"2017-02-25","22","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","153","145","145","85.51%","44.20%","50.00%","18.74","70.33%","12.86","1517.4","53.62%","82.43%"
"2017-02-03","05","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","145","145","145","96.45%","7.09%","30.50%","242.88","19.26%","46.4","6311.01","7.09%","100.00%"
"2017-02-14","01","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","157","145","145","86.62%","27.46%","32.39%","22.61","54.51%","12.26","1508.2","35.21%","78.00%"
"2017-02-13","03","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","151","145","145","93.66%","24.65%","28.87%","30.09","45.64%","13.34","1773.61","29.58%","83.33%"
"2017-02-27","07","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","147","145","145","94.41%","2.80%","24.48%","242.84","12.59%","30.86","4166","2.80%","100.00%"
"2017-02-08","00","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","148","145","145","90.71%","9.29%","17.86%","25.17","37.40%","9.61","1220.8","13.57%","68.42%"
"2017-02-26","03","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","145","145","145","93.57%","9.29%","20.00%","242.89","16.21%","40","5239.73","11.43%","81.25%"
"2017-02-13","04","","3135035627","Oral B","743860470","Oral B - 3DW Concierto - Feb17","170597209600","Oral B 3D White","151","145","145","93.53%","32.37%","44.60%","15.02","64.74%","9.72","1264.05","36.69%","88.24%"
"2017-02-03","03","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","144","144","144","94.85%","9.56%","25.00%","242.87","18.09%","43.48","5608.64","11.03%","86.67%"
"2017-02-06","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","146","146","144","96.40%","24.46%","28.78%","22.96","50.66%","11.61","1555.23","28.06%","87.18%"
"2017-02-26","17","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","144","144","144","88.11%","2.80%","20.98%","242.71","9.86%","23.93","3015.77","5.59%","50.00%"
"2017-02-22","18","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","157","145","144","92.14%","25.00%","32.14%","22.67","50.86%","11.53","1487.26","31.43%","79.55%"
"2017-02-25","03","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","144","144","144","96.43%","10.71%","17.86%","243.3","17.86%","44.27","5976.9","11.43%","93.75%"
"2017-02-13","05","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","148","144","144","90.91%","22.38%","30.07%","21.82","49.87%","10.93","1421.35","27.97%","80.00%"
"2017-02-19","07","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","144","144","144","95.62%","16.06%","30.66%","22.96","47.08%","10.91","1429.5","17.52%","91.67%"
"2017-02-23","14","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","157","145","144","87.14%","27.14%","32.14%","22.67","53.78%","12.28","1498.38","35.00%","77.55%"
"2017-02-15","18","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","158","144","144","84.06%","38.41%","53.62%","15.03","70.52%","10.69","1239.97","51.45%","74.65%"
"2017-02-08","17","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","154","145","144","87.94%","17.02%","30.50%","22.69","48.57%","11","1364.08","24.11%","70.59%"
"2017-02-15","08","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","163","144","144","87.05%","20.86%","30.22%","25.05","49.09%","12.44","1505.29","25.18%","82.86%"
"2017-02-22","00","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","157","146","144","87.23%","6.38%","24.82%","242.65","15.13%","37.25","4581.19","7.80%","81.82%"
"2017-02-02","05","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","144","144","144","91.49%","22.70%","31.91%","22.77","53.85%","11.88","1532.56","31.21%","72.73%"
"2017-02-21","13","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","155","144","144","85.92%","21.83%","36.62%","25.09","53.25%","13.31","1623.7","34.51%","63.27%"
"2017-02-17","04","","8916876391","Gillette","744262231","Gillette_Barza_Feb17","147214178592","Gillette Mach3 Turbo","147","146","144","95.68%","49.64%","59.71%","15.91","71.33%","11.17","1485.77","52.52%","94.52%"
"2017-02-11","11","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","149","144","144","93.66%","21.13%","33.10%","25.08","48.67%","11.98","1593.73","23.24%","90.91%"
"2017-02-12","20","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","143","143","143","92.70%","5.11%","23.36%","242.75","14.05%","34.77","4416.22","6.57%","77.78%"
"2017-02-15","05","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","149","144","143","94.33%","30.50%","42.55%","18.78","57.98%","10.88","1447.52","34.04%","89.58%"
"2017-02-18","16","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","144","144","143","94.16%","2.19%","26.28%","242.72","9.82%","24.04","3100.7","2.92%","75.00%"
"2017-02-20","06","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","146","143","143","96.38%","33.33%","42.03%","22.8","56.19%","12.89","1714.69","34.78%","95.83%"
"2017-02-21","01","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","146","143","143","85.00%","25.71%","28.57%","25.1","49.49%","12.46","1482.69","35.71%","72.00%"
"2017-02-10","03","","3135035627","Oral B","743860470","Oral B - 3DW Concierto - Feb17","170597209600","Oral B 3D White","147","143","143","90.00%","33.57%","40.00%","15.04","63.62%","9.55","1203.82","40.00%","83.93%"
"2017-02-15","21","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","148","143","143","86.57%","41.79%","51.49%","15.03","67.56%","10.37","1202.82","51.49%","81.16%"
"2017-02-19","17","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","147","143","143","86.33%","24.46%","36.69%","22.74","55.26%","12.47","1496.03","34.53%","70.83%"
"2017-02-10","00","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","143","143","143","96.43%","20.00%","24.29%","22.95","46.57%","10.55","1424.58","21.43%","93.33%"
"2017-02-08","16","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","155","144","143","83.33%","15.15%","20.45%","25.03","44.71%","11.19","1231.32","23.48%","64.52%"
"2017-02-25","06","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","153","143","143","94.89%","25.55%","34.31%","30.08","48.81%","14.82","1927.05","26.28%","97.22%"
"2017-02-09","09","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","146","144","143","91.24%","12.41%","28.47%","25.17","43.87%","11.01","1376.61","15.33%","80.95%"
"2017-02-03","04","","7313193630","Pantene","743865246","Pantene - Colossus - Feb17","159601437509","Nueva fórmula Pro-Vitaminas de Pantene","142","142","142","94.81%","35.56%","37.04%","25.07","55.82%","13.74","1758.4","41.48%","85.71%"
"2017-02-23","06","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","146","142","142","90.65%","27.34%","36.69%","22.79","55.30%","12.52","1578.03","31.65%","86.36%"
"2017-02-06","04","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","142","142","142","96.43%","5.71%","17.86%","242.89","14.60%","35.89","4844.95","6.43%","88.89%"
"2017-02-16","13","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","156","144","142","89.93%","27.34%","31.65%","22.64","52.75%","11.85","1481","34.53%","79.17%"
"2017-02-22","02","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","142","142","142","91.37%","10.07%","24.46%","242.86","19.49%","46.48","5902.84","12.95%","77.78%"
"2017-02-11","07","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","142","142","142","95.59%","19.85%","29.41%","22.96","48.95%","11.32","1472.19","20.59%","96.43%"
"2017-02-26","04","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","151","142","142","96.38%","34.06%","47.83%","15.05","65.15%","9.79","1302.66","36.23%","94.00%"
"2017-02-23","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","158","142","142","92.75%","30.43%","44.93%","22.74","59.08%","13.49","1727.06","34.78%","87.50%"
"2017-02-13","05","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","146","142","142","94.33%","21.28%","34.04%","22.85","50.32%","11.53","1532.98","23.40%","90.91%"
"2017-02-08","18","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","148","147","142","91.04%","19.40%","26.12%","22.68","46.41%","10.74","1310.45","23.13%","83.87%"
"2017-02-25","03","","7313193630","Pantene","743865246","Pantene - Colossus - Feb17","159601437509","Nueva fórmula Pro-Vitaminas de Pantene","150","142","142","88.32%","24.82%","35.04%","25.16","52.64%","13.01","1574.71","32.12%","77.27%"
"2017-02-16","02","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","143","142","142","92.20%","26.95%","39.01%","22.78","56.87%","12.89","1676.04","31.91%","84.44%"
"2017-02-20","03","","7313193630","Pantene","743865246","Pantene - Colossus - Feb17","159601437509","Nueva fórmula Pro-Vitaminas de Pantene","153","142","142","88.24%","23.53%","29.41%","25.05","49.70%","12.5","1499.51","31.62%","74.42%"
"2017-02-19","04","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","144","142","142","89.29%","22.86%","31.43%","22.81","52.61%","12.04","1504.51","30.00%","76.19%"
"2017-02-25","05","","7313193630","Pantene","743865246","Pantene - Colossus - Feb17","159601437509","Nueva fórmula Pro-Vitaminas de Pantene","153","143","142","93.43%","28.47%","34.31%","25.1","52.02%","13.13","1680.2","31.39%","90.70%"
"2017-02-09","10","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","146","141","141","90.78%","13.48%","24.82%","25.19","41.49%","10.54","1349.09","16.31%","82.61%"
"2017-02-15","00","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","156","141","141","85.51%","26.09%","32.61%","25.09","52.64%","13.23","1561.2","35.51%","73.47%"
"2017-02-15","03","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","153","143","141","90.44%","30.15%","34.56%","22.7","55.51%","12.45","1531.12","38.24%","78.85%"
"2017-02-12","08","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","144","141","141","96.32%","21.32%","29.41%","25.05","46.70%","11.76","1540.57","22.06%","96.67%"
"2017-02-18","22","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","148","141","141","91.18%","39.71%","44.12%","18.68","62.32%","11.46","1421.42","46.32%","85.71%"
"2017-02-22","17","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","157","143","141","85.29%","5.88%","31.62%","242.58","15.94%","39.01","4524.75","7.35%","80.00%"
"2017-02-28","15","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","148","141","141","91.11%","22.96%","31.85%","25.03","48.83%","12.08","1485.54","28.89%","79.49%"
"2017-02-07","00","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","142","142","141","94.85%","17.65%","36.03%","23.02","50.88%","11.45","1477.12","19.12%","92.31%"
"2017-02-20","19","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","149","141","141","87.50%","5.15%","26.47%","242.58","15.33%","38.1","4534.32","10.29%","50.00%"
"2017-02-06","17","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","146","141","141","82.84%","21.64%","26.87%","25.04","47.57%","11.94","1324.83","30.60%","70.73%"
"2017-02-25","16","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","157","142","141","86.96%","7.25%","26.81%","243.01","16.55%","40.5","4859.87","10.87%","66.67%"
"2017-02-18","01","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","156","143","141","94.16%","8.03%","30.66%","242.66","16.46%","40.25","5192.71","10.22%","78.57%"
"2017-02-26","02","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","143","140","140","90.15%","29.55%","32.58%","30.02","50.92%","15","1785.21","34.85%","84.78%"
"2017-02-26","06","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","149","140","140","92.59%","8.89%","37.04%","242.67","16.39%","42.04","5255.14","9.63%","92.31%"
"2017-02-09","04","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","143","140","140","94.78%","25.37%","28.36%","22.75","51.65%","11.69","1484.32","30.60%","82.93%"
"2017-02-28","07","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","155","141","140","94.81%","10.37%","34.81%","242.65","20.42%","51.1","6541.22","11.11%","93.33%"
